"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Wisconsin"	"55"	"2019"	"2019"	1201	5822434	20.627112304	19.460509541	21.793715067	0.595205491	21.142471345	19.911293225	22.373649466	0.628152102
	"Wisconsin"	"55"	"2020 "	"2020"	1531	5832655	26.248766642	24.933913109	27.563620176	0.670843640	27.681441212	26.261298438	29.101583986	0.724562640
"Total"	"Wisconsin"	"55"			15528	124026036	12.519951859	12.323026807	12.716876911	0.100471965	12.646057791	12.444954698	12.847160884	0.102603619
	"Wyoming"	"56"	"1999"	"1999"	20	491780	4.066859165	2.484159584	6.280938631	0.909377355	4.095648445	2.501744940	6.325401372	0.918820264
	"Wyoming"	"56"	"2000"	"2000"	22	493782	4.455407447	2.792159293	6.745531429	0.949896059	4.605437690	2.886181746	6.972678717	0.984689797
	"Wyoming"	"56"	"2001"	"2001"	22	494657	4.447526266	2.787220235	6.733599242	0.948215786	4.503228555	2.822128303	6.817933064	0.965303774
	"Wyoming"	"56"	"2002"	"2002"	34	500017	6.799768808	4.709043893	9.501996932	1.166150730	6.921424055	4.793293801	9.671997975	1.195646269
	"Wyoming"	"56"	"2003"	"2003"	30	503453	5.958848194	4.020434877	8.506613328	1.087931858	5.902821603	3.953237684	8.477455302	1.089287410
	"Wyoming"	"56"	"2004"	"2004"	46	509106	9.035446449	6.615121409	12.052020601	1.332203899	9.093530547	6.632912116	12.167871354	1.359944388
	"Wyoming"	"56"	"2005"	"2005"	26	514157	5.056821165	3.303267290	7.409406076	0.991724223	4.902747136	3.172812809	7.237435322	0.978979047
	"Wyoming"	"56"	"2006"	"2006"	55	522667	10.522952473	7.927361016	13.697095856	1.418914622	10.561947426	7.911637959	13.815238473	1.448732468
	"Wyoming"	"56"	"2007"	"2007"	63	534876	11.778430889	9.050899648	15.069677832	1.483942808	12.266642003	9.382999801	15.756992319	1.574475887
	"Wyoming"	"56"	"2008"	"2008"	74	546043	13.552046267	10.641337770	17.013374405	1.575393379	14.045276387	10.969501311	17.716149824	1.664403174
	"Wyoming"	"56"	"2009"	"2009"	60	559851	10.717137238	8.178354598	13.795099053	1.383576468	10.950766426	8.315354978	14.156384282	1.440869272
	"Wyoming"	"56"	"2010"	"2010"	85	563626	15.080922456	12.046037621	18.647862235	1.635755706	14.955568396	11.876815086	18.588425515	1.662607960
	"Wyoming"	"56"	"2011"	"2011"	85	568158	14.960627150	11.949950542	18.499114683	1.622707848	15.208200454	12.077440309	18.902424427	1.694541069
	"Wyoming"	"56"	"2012"	"2012"	98	576412	17.001727931	13.802852821	20.719665795	1.717433873	16.750716461	13.520005777	20.520800215	1.737815132
	"Wyoming"	"56"	"2013"	"2013"	98	582658	16.819472143	13.654888460	20.497554312	1.699023258	17.242215322	13.916709252	21.122920724	1.786480781
	"Wyoming"	"56"	"2014"	"2014"	109	584153	18.659495030	15.156474287	22.162515772	1.787255481	19.382253362	15.657746592	23.106760132	1.900258556
	"Wyoming"	"56"	"2015"	"2015"	96	586107	16.379261807	13.267202064	20.001863141	1.671701408	16.445417992	13.224089516	20.214214433	1.729397328
	"Wyoming"	"56"	"2016"	"2016"	99	585501	16.908596228	13.742461584	20.585539563	1.699377861	17.587069998	14.195051808	21.545391843	1.818921052
	"Wyoming"	"56"	"2017"	"2017"	69	579315	11.910618575	9.267175889	15.073602444	1.433869978	12.204026013	9.418823196	15.555007476	1.513355053
	"Wyoming"	"56"	"2018"	"2018"	66	577737	11.423883186	8.835231256	14.534035383	1.406182814	11.093566850	8.505326768	14.221398024	1.409359384
	"Wyoming"	"56"	"2019"	"2019"	79	578759	13.649895725	10.806758945	17.011865042	1.535733253	14.113182736	11.100865013	17.691015692	1.628226276
	"Wyoming"	"56"	"2020 "	"2020"	99	582328	17.000728112	13.817341773	20.697706447	1.708637464	17.381091180	14.028800124	21.293053372	1.800661437
"Total"	"Wyoming"	"56"			1435	12035143	11.923414620	11.306491897	12.540337343	0.314756492	12.017890748	11.386883416	12.648898079	0.321942516
"Total"					932364	6746356647	13.820259568	13.792206554	13.848312582	0.014312762	13.811897109	13.783631156	13.840163061	0.014421404
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"UCD - Drug/Alcohol Induced Causes: Drug poisonings (overdose) Unintentional (X40-X44); Drug poisonings (overdose) Suicide"
"(X60-X64); Drug poisonings (overdose) Homicide (X85); Drug poisonings (overdose) Undetermined (Y10-Y14)"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Sep 24, 2024 11:41:28 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Sep 24, 2024 11:41:28 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies."
"5. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"6. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2000 Standard Population."
"7. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Age-Adjusted Rates."
"8. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"9. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Confidence-Intervals."
"10. The method used to calculate standard errors is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Standard-Errors."
"11. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"12. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
