"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Delaware"	"10"	"2020 "	"2020"	444	986809	44.993509382	40.808326362	49.178692403	2.135297459	47.258800924	42.697872452	51.819729396	2.327004322
"Total"	"Delaware"	"10"			3789	19532241	19.398695726	18.781011800	20.016379652	0.315144860	19.798421687	19.160632930	20.436210445	0.325402427
	"District of Columbia"	"11"	"1999"	"1999"	48	570213	8.417906993	6.206691184	11.160881986	1.215020217	8.342467970	6.129711765	11.093730481	1.222682304
	"District of Columbia"	"11"	"2000"	"2000"	76	572059	13.285342945	10.467388853	16.628599498	1.523933351	13.435714351	10.585864980	16.816811867	1.545757392
	"District of Columbia"	"11"	"2001"	"2001"	93	574504	16.187876847	13.065721039	19.831282289	1.678604633	16.206995330	13.065107216	19.876421143	1.693811500
	"District of Columbia"	"11"	"2002"	"2002"	61	573158	10.642789597	8.140882619	13.671088949	1.362669574	10.887493673	8.328061660	13.985421123	1.396436232
	"District of Columbia"	"11"	"2003"	"2003"	103	568502	18.117790263	14.618800379	21.616780146	1.785198920	18.114340335	14.572560934	21.656119736	1.807030307
	"District of Columbia"	"11"	"2004"	"2004"	87	567754	15.323538011	12.273541006	18.901584137	1.642855718	15.493084296	12.392453336	19.133804175	1.667615622
	"District of Columbia"	"11"	"2005"	"2005"	77	567136	13.576990351	10.714689246	16.968929851	1.547241647	13.651555391	10.755923977	17.086969305	1.563625439
	"District of Columbia"	"11"	"2006"	"2006"	101	570681	17.698153610	14.246530686	21.149776533	1.761032104	17.843072097	14.341137403	21.345006791	1.786701374
	"District of Columbia"	"11"	"2007"	"2007"	61	574404	10.619703205	8.123223376	13.641433556	1.359713664	10.767800822	8.217016485	13.860313218	1.390698734
	"District of Columbia"	"11"	"2008"	"2008"	56	580236	9.651245355	7.290454229	12.532914193	1.289701910	9.639558207	7.261864779	12.547234544	1.300033378
	"District of Columbia"	"11"	"2009"	"2009"	26	592228	4.390201071	2.867811046	6.432654316	0.860989267	4.079866624	2.640285685	6.022699110	0.812206635
	"District of Columbia"	"11"	"2010"	"2010"	78	601723	12.962775231	10.246555309	16.178191626	1.467745269	12.946437221	10.200368422	16.204408147	1.489784460
	"District of Columbia"	"11"	"2011"	"2011"	86	617996	13.915947676	11.130949068	17.186056220	1.500595230	13.486887118	10.742170721	16.719019616	1.480449037
	"District of Columbia"	"11"	"2012"	"2012"	77	632323	12.177320768	9.610098004	15.219580816	1.387734495	12.581486704	9.896094182	15.771019399	1.457157570
	"District of Columbia"	"11"	"2013"	"2013"	102	646449	15.778506889	12.716389123	18.840624656	1.562304983	14.956303484	11.982518469	17.930088499	1.517237253
	"District of Columbia"	"11"	"2014"	"2014"	96	658893	14.569892228	11.801612705	17.792315292	1.487033399	14.228075818	11.469821040	17.449454464	1.481387840
	"District of Columbia"	"11"	"2015"	"2015"	125	672228	18.594881499	15.335055044	21.854707953	1.663176763	18.551125934	15.245716165	21.856535704	1.686433556
	"District of Columbia"	"11"	"2016"	"2016"	269	681170	39.490875993	34.771585631	44.210166354	2.407801205	38.800023372	34.083117020	43.516929724	2.406584873
	"District of Columbia"	"11"	"2017"	"2017"	310	693972	44.670390160	39.697659120	49.643121199	2.537107673	44.018438058	39.015070165	49.021805951	2.552738721
	"District of Columbia"	"11"	"2018"	"2018"	254	702455	36.158899858	31.712029980	40.605769737	2.268811162	35.403116640	30.959642962	39.846590319	2.267078407
	"District of Columbia"	"11"	"2019"	"2019"	311	705749	44.066658260	39.169028012	48.964288507	2.498790942	43.245341152	38.333750668	48.156931636	2.505913512
	"District of Columbia"	"11"	"2020 "	"2020"	424	712816	59.482390968	53.820499238	65.144282698	2.888720270	58.053945675	52.397396225	63.710495125	2.885994618
"Total"	"District of Columbia"	"11"			2921	13636649	21.420218413	20.643409522	22.197027304	0.396331067	21.160970075	20.384341659	21.937598491	0.396238988
	"Florida"	"12"	"1999"	"1999"	997	15759421	6.326374554	5.933672301	6.719076807	0.200358292	6.428635908	6.027106531	6.830165285	0.204861927
	"Florida"	"12"	"2000"	"2000"	1159	15982378	7.251736882	6.834236967	7.669236797	0.213010161	7.412247070	6.983759658	7.840734482	0.218616027
	"Florida"	"12"	"2001"	"2001"	1746	16356966	10.674351221	10.173653702	11.175048741	0.255457918	10.942373405	10.427051559	11.457695251	0.262919309
	"Florida"	"12"	"2002"	"2002"	1927	16689370	11.546271669	11.030738057	12.061805280	0.263027353	11.836943012	11.306117361	12.367768663	0.270829414
	"Florida"	"12"	"2003"	"2003"	2054	17004085	12.079450320	11.557050494	12.601850146	0.266530524	12.358016508	11.820850952	12.895182063	0.274064059
	"Florida"	"12"	"2004"	"2004"	2264	17415318	13.000049726	12.464545536	13.535553917	0.273216424	13.244537199	12.695647247	13.793427151	0.280045894
	"Florida"	"12"	"2005"	"2005"	2371	17842038	13.288840658	12.753934758	13.823746558	0.272911174	13.546734482	12.997657805	14.095811159	0.280141162
	"Florida"	"12"	"2006"	"2006"	2591	18166990	14.262131481	13.712961486	14.811301476	0.280188773	14.403917714	13.844492461	14.963342967	0.285421047
	"Florida"	"12"	"2007"	"2007"	2794	18367842	15.211367781	14.647326179	15.775409383	0.287776327	15.416263801	14.838916035	15.993611568	0.294565187
	"Florida"	"12"	"2008"	"2008"	2963	18527305	15.992611985	15.416761621	16.568462350	0.293801206	16.220149386	15.629177035	16.811121737	0.301516506
	"Florida"	"12"	"2009"	"2009"	3092	18652644	16.576738397	15.992439034	17.161037760	0.298111920	16.678021304	16.081238351	17.274804257	0.304481098
	"Florida"	"12"	"2010"	"2010"	3061	18801310	16.280780435	15.704014468	16.857546402	0.294268350	16.374029906	15.783813946	16.964245867	0.301130592
	"Florida"	"12"	"2011"	"2011"	2918	19057542	15.311523385	14.755962285	15.867084486	0.283449541	15.391800160	14.822061365	15.961538956	0.290683059
	"Florida"	"12"	"2012"	"2012"	2597	19317568	13.443721280	12.926662882	13.960779678	0.263805305	13.265916245	12.743520335	13.788312156	0.266528526
	"Florida"	"12"	"2013"	"2013"	2474	19552860	12.652880448	12.154288078	13.151472818	0.254383862	12.562904029	12.055030370	13.070777688	0.259119214
	"Florida"	"12"	"2014"	"2014"	2634	19893297	13.240640805	12.734982447	13.746299163	0.257988958	13.195835647	12.678171743	13.713499552	0.264114237
	"Florida"	"12"	"2015"	"2015"	3228	20271272	15.924013056	15.374672285	16.473353828	0.280275904	16.236199075	15.660830745	16.811567405	0.293555270
	"Florida"	"12"	"2016"	"2016"	4728	20612439	22.937605783	22.283774912	23.591436653	0.333587179	23.745067518	23.049769221	24.440365814	0.354744029
	"Florida"	"12"	"2017"	"2017"	5088	20984400	24.246583176	23.580339551	24.912826801	0.339920217	25.066494757	24.358762005	25.774227509	0.361088139
	"Florida"	"12"	"2018"	"2018"	4698	21299325	22.057037019	21.426302300	22.687771737	0.321803428	22.783657556	22.113091873	23.454223239	0.342125348
	"Florida"	"12"	"2019"	"2019"	5268	21477737	24.527723754	23.865369341	25.190078168	0.337935925	25.523368456	24.813479467	26.233257445	0.362188260
	"Florida"	"12"	"2020 "	"2020"	7231	21733312	33.271505052	32.504621651	34.038388452	0.391267041	35.017518921	34.187458653	35.847579188	0.423500137
"Total"	"Florida"	"12"			67883	413765419	16.406155972	16.282736867	16.529575077	0.062968931	16.734686818	16.606912243	16.862461393	0.065191110
	"Georgia"	"13"	"1999"	"1999"	283	8045965	3.517290965	3.107491724	3.927090206	0.209081246	3.520079424	3.106825422	3.933333426	0.210843878
	"Georgia"	"13"	"2000"	"2000"	364	8186453	4.446370119	3.989586006	4.903154232	0.233053119	4.362205682	3.911741899	4.812669465	0.229828461
	"Georgia"	"13"	"2001"	"2001"	511	8377038	6.100008141	5.571105135	6.628911148	0.269848473	6.013990837	5.490480779	6.537500894	0.267096968
	"Georgia"	"13"	"2002"	"2002"	563	8508256	6.617102259	6.070502142	7.163702376	0.278877611	6.515364913	5.975545991	7.055183835	0.275417817
	"Georgia"	"13"	"2003"	"2003"	607	8622793	7.039482451	6.479463844	7.599501057	0.285723779	6.943825540	6.389634647	7.498016433	0.282750455
	"Georgia"	"13"	"2004"	"2004"	666	8769252	7.594718455	7.017911305	8.171525605	0.294289362	7.482753633	6.912209417	8.053297848	0.291093987
	"Georgia"	"13"	"2005"	"2005"	738	8925922	8.268053429	7.671524974	8.864581884	0.304351253	8.193082471	7.599586135	8.786578808	0.302804253
	"Georgia"	"13"	"2006"	"2006"	830	9155813	9.065279075	8.448544631	9.682013518	0.314660430	8.942669284	8.332276718	9.553061849	0.311424778
	"Georgia"	"13"	"2007"	"2007"	923	9349988	9.871670423	9.234807643	10.508533204	0.324929990	9.686247911	9.058764774	10.313731048	0.320144458
	"Georgia"	"13"	"2008"	"2008"	935	9504843	9.837090418	9.206544194	10.467636642	0.321707257	9.708188544	9.082431717	10.333945371	0.319263687
	"Georgia"	"13"	"2009"	"2009"	1007	9620846	10.466854994	9.820371347	11.113338641	0.329838595	10.319948477	9.678021937	10.961875016	0.327513541
	"Georgia"	"13"	"2010"	"2010"	1054	9687653	10.879828169	10.222990876	11.536665461	0.335121068	10.709884880	10.059007486	11.360762275	0.332080304
	"Georgia"	"13"	"2011"	"2011"	1058	9815210	10.779188627	10.129658485	11.428718768	0.331392929	10.660821070	10.013210186	11.308431954	0.330413716
	"Georgia"	"13"	"2012"	"2012"	1056	9919945	10.645220311	10.003155652	11.287284971	0.327584010	10.593271506	9.948402751	11.238140261	0.329014671
	"Georgia"	"13"	"2013"	"2013"	1098	9992167	10.988607376	10.338631022	11.638583731	0.331620589	10.820396035	10.173502705	11.467289366	0.330047618
	"Georgia"	"13"	"2014"	"2014"	1206	10097343	11.943736090	11.269638746	12.617833434	0.343927216	11.897833110	11.219120960	12.576545260	0.346281709
	"Georgia"	"13"	"2015"	"2015"	1302	10214860	12.746136511	12.053781014	13.438492008	0.353242601	12.679737112	11.982952454	13.376521769	0.355502376
	"Georgia"	"13"	"2016"	"2016"	1394	10310371	13.520367017	12.810604328	14.230129706	0.362123821	13.334855241	12.625155600	14.044554883	0.362091654
	"Georgia"	"13"	"2017"	"2017"	1537	10429379	14.737214939	14.000440491	15.473989386	0.375905330	14.697901204	13.952954615	15.442847793	0.380074790
	"Georgia"	"13"	"2018"	"2018"	1404	10519475	13.346673670	12.648528786	14.044818553	0.356196369	13.240863948	12.536609362	13.945118535	0.359313565
	"Georgia"	"13"	"2019"	"2019"	1408	10617423	13.261221673	12.568532693	13.953910653	0.353412745	13.075742610	12.380381200	13.771104019	0.354776229
	"Georgia"	"13"	"2020 "	"2020"	1916	10710017	17.889794199	17.088736750	18.690851649	0.408702780	18.022651575	17.202007863	18.843295287	0.418695771
"Total"	"Georgia"	"13"			21860	209381012	10.440297232	10.301894757	10.578699707	0.070613508	10.343919686	10.206029566	10.481809805	0.070352102
	"Hawaii"	"15"	"1999"	"1999"	80	1210300	6.609931422	5.241279022	8.226654549	0.739012799	6.529275578	5.177323776	8.126271091	0.730324094
	"Hawaii"	"15"	"2000"	"2000"	63	1211537	5.200006273	3.995840820	6.653044026	0.655139210	5.148086693	3.955944258	6.586616558	0.649040400
	"Hawaii"	"15"	"2001"	"2001"	77	1225948	6.280853674	4.956724102	7.849999347	0.715769705	6.184982593	4.881064562	7.730176794	0.705799962
	"Hawaii"	"15"	"2002"	"2002"	77	1239613	6.211616045	4.902083150	7.763464081	0.707879345	6.125137926	4.833836349	7.655381134	0.700062930
	"Hawaii"	"15"	"2003"	"2003"	92	1251154	7.353211515	5.927717931	9.018052134	0.766625295	7.110400352	5.724867739	8.730007344	0.744479798
	"Hawaii"	"15"	"2004"	"2004"	103	1273569	8.087508411	6.525612082	9.649404741	0.796885883	7.954639625	6.407363563	9.501915687	0.789426562
	"Hawaii"	"15"	"2005"	"2005"	126	1292729	9.746822420	8.044923148	11.448721691	0.868315955	9.444270086	7.781090352	11.107449821	0.848561089
	"Hawaii"	"15"	"2006"	"2006"	86	1309731	6.566233830	5.252133453	8.109233117	0.708055203	6.436728157	5.141400983	7.959143101	0.699234364
	"Hawaii"	"15"	"2007"	"2007"	136	1315675	10.336899310	8.599590976	12.074207644	0.886381803	10.035432923	8.328214866	11.742650980	0.871029621
	"Hawaii"	"15"	"2008"	"2008"	123	1332213	9.232757825	7.601077939	10.864437710	0.832489737	8.960910798	7.360965564	10.560856032	0.816298589
	"Hawaii"	"15"	"2009"	"2009"	136	1346717	10.098632452	8.401369298	11.795895606	0.865950589	9.603349569	7.963695392	11.243003746	0.836558254
	"Hawaii"	"15"	"2010"	"2010"	151	1360301	11.100484378	9.329928948	12.871039809	0.903344607	10.881047668	9.110997208	12.651098127	0.903086969
	"Hawaii"	"15"	"2011"	"2011"	180	1374810	13.092718267	11.180006007	15.005430526	0.975873602	12.398746282	10.541374510	14.256118055	0.947638660
	"Hawaii"	"15"	"2012"	"2012"	155	1392313	11.132554246	9.379945227	12.885163265	0.894188275	10.972887584	9.206578528	12.739196639	0.901178090
	"Hawaii"	"15"	"2013"	"2013"	158	1404054	11.253128441	9.498436814	13.007820068	0.895250830	11.008678355	9.244895050	12.772461660	0.899889441
	"Hawaii"	"15"	"2014"	"2014"	157	1419561	11.059757207	9.329734361	12.789780052	0.882664717	10.852753450	9.112960033	12.592546867	0.887649703
	"Hawaii"	"15"	"2015"	"2015"	169	1431603	11.804948718	10.025125681	13.584771756	0.908072978	11.328143071	9.568410237	13.087875905	0.897822874
	"Hawaii"	"15"	"2016"	"2016"	191	1428557	13.370135038	11.473974162	15.266295914	0.967429018	12.751268871	10.885496383	14.617041359	0.951924739
	"Hawaii"	"15"	"2017"	"2017"	203	1427538	14.220286956	12.264072731	16.176501181	0.998068482	13.796066060	11.840544677	15.751587443	0.997714991
	"Hawaii"	"15"	"2018"	"2018"	213	1420491	14.994815173	12.981056673	17.008573673	1.027427806	14.325048814	12.340501887	16.309595740	1.012523942
	"Hawaii"	"15"	"2019"	"2019"	242	1415872	17.091940514	14.938465878	19.245415151	1.098711549	15.881998420	13.806668746	17.957328093	1.058841670
	"Hawaii"	"15"	"2020 "	"2020"	274	1407006	19.473975235	17.168102133	21.779848338	1.176465869	18.303860417	16.058185602	20.549535232	1.145752457
"Total"	"Hawaii"	"15"			3192	29491292	10.823533943	10.448047974	11.199019913	0.191574474	10.471451600	10.103055623	10.839847577	0.187957131
	"Idaho"	"16"	"1999"	"1999"	64	1275674	5.016955743	3.863657956	6.406552144	0.627119468	5.280424867	4.066560799	6.742996946	0.660914354
	"Idaho"	"16"	"2000"	"2000"	64	1293953	4.946083822	3.809078073	6.316050119	0.618260478	5.130942415	3.951441373	6.552110845	0.642488873
	"Idaho"	"16"	"2001"	"2001"	98	1319962	7.424456159	6.027544732	9.048036231	0.749983328	7.823151691	6.351225700	9.533918502	0.791868264
	"Idaho"	"16"	"2002"	"2002"	117	1340372	8.728920031	7.147221704	10.310618358	0.806988942	9.133207175	7.472965798	10.793448551	0.847061927
	"Idaho"	"16"	"2003"	"2003"	102	1363380	7.481406504	6.029498036	8.933314973	0.740769627	7.907838890	6.366365186	9.449312593	0.786466175
	"Idaho"	"16"	"2004"	"2004"	98	1391802	7.041231439	5.716423744	8.581007931	0.711271786	7.401543268	6.002133482	9.029290663	0.752647110
	"Idaho"	"16"	"2005"	"2005"	109	1428241	7.631765227	6.199023781	9.064506673	0.730990534	8.053542600	6.530080296	9.577004904	0.777276686
	"Idaho"	"16"	"2006"	"2006"	130	1468669	8.851551984	7.329940352	10.373163615	0.776332465	9.337555893	7.718646996	10.956464790	0.825973927
	"Idaho"	"16"	"2007"	"2007"	126	1505105	8.371508965	6.909754108	9.833263821	0.745793294	8.645012084	7.122415241	10.167608926	0.776835124
	"Idaho"	"16"	"2008"	"2008"	146	1534320	9.515616038	7.972080785	11.059151292	0.787517987	9.800822155	8.190105575	11.411538735	0.821794173
	"Idaho"	"16"	"2009"	"2009"	171	1554439	11.000753326	9.351906007	12.649600646	0.841248633	11.592492230	9.832446711	13.352537749	0.897982408
	"Idaho"	"16"	"2010"	"2010"	178	1567582	11.355067869	9.686915162	13.023220576	0.851098320	11.810164653	10.048864283	13.571465023	0.898622638
	"Idaho"	"16"	"2011"	"2011"	193	1584985	12.176771389	10.458825149	13.894717630	0.876503184	12.860009387	11.015288446	14.704730328	0.941184154
	"Idaho"	"16"	"2012"	"2012"	181	1595728	11.342785237	9.690304166	12.995266307	0.843102587	11.917299869	10.148660390	13.685939347	0.902367081
	"Idaho"	"16"	"2013"	"2013"	207	1612136	12.840107783	11.090907383	14.589308182	0.892449184	13.353223234	11.503162330	15.203284138	0.943908625
	"Idaho"	"16"	"2014"	"2014"	212	1634464	12.970612996	11.224595295	14.716630698	0.890825358	13.709714146	11.830279005	15.589149286	0.958895480
	"Idaho"	"16"	"2015"	"2015"	218	1654930	13.172762594	11.424105358	14.921419830	0.892172059	14.194051413	12.272589870	16.115512956	0.980337522
	"Idaho"	"16"	"2016"	"2016"	243	1683140	14.437301710	12.622041170	16.252562249	0.926153336	15.220801896	13.266743976	17.174859817	0.996968327
	"Idaho"	"16"	"2017"	"2017"	236	1716943	13.745360213	11.991656605	15.499063820	0.894746739	14.357123056	12.489750271	16.224495841	0.952741217
	"Idaho"	"16"	"2018"	"2018"	250	1754208	14.251445667	12.484818159	16.018073174	0.901340565	14.605778512	12.756290850	16.455266173	0.943616154
	"Idaho"	"16"	"2019"	"2019"	265	1787065	14.828783508	13.043370646	16.614196371	0.910924930	15.105260033	13.243935088	16.966584978	0.949655584
	"Idaho"	"16"	"2020 "	"2020"	287	1826913	15.709560335	13.892040523	17.527080147	0.927306026	15.906830268	14.020602088	17.793058448	0.962361316
"Total"	"Idaho"	"16"			3695	33894011	10.901630970	10.550118831	11.253143108	0.179342928	11.397381874	11.025881606	11.768882141	0.189540953
	"Illinois"	"17"	"1999"	"1999"	825	12359020	6.675286552	6.219775403	7.130797700	0.232403647	6.703286732	6.245137939	7.161435525	0.233749384
	"Illinois"	"17"	"2000"	"2000"	868	12419293	6.989125709	6.524161997	7.454089423	0.237226384	6.996433341	6.530631449	7.462235232	0.237654026
	"Illinois"	"17"	"2001"	"2001"	892	12488445	7.142602622	6.673864654	7.611340590	0.239152025	7.142282473	6.673254701	7.611310245	0.239299884
	"Illinois"	"17"	"2002"	"2002"	986	12525556	7.871906046	7.380548629	8.363263462	0.250692560	7.913207348	7.418687879	8.407726816	0.252305851
	"Illinois"	"17"	"2003"	"2003"	847	12556006	6.745775687	6.291471999	7.200079374	0.231787596	6.755317356	6.299637834	7.210996879	0.232489552
	"Illinois"	"17"	"2004"	"2004"	1035	12589773	8.220958392	7.720107621	8.721809163	0.255536108	8.293177665	7.786925587	8.799429743	0.258291877
	"Illinois"	"17"	"2005"	"2005"	1067	12609903	8.461603551	7.953880904	8.969326197	0.259042167	8.422387767	7.915721748	8.929053787	0.258503071
	"Illinois"	"17"	"2006"	"2006"	1369	12643955	10.827308386	10.253753671	11.400863100	0.292629956	10.855440952	10.278159693	11.432722211	0.294531255
	"Illinois"	"17"	"2007"	"2007"	1192	12695866	9.388882964	8.855877245	9.921888683	0.271941694	9.383861850	8.848194157	9.919529542	0.273299843
	"Illinois"	"17"	"2008"	"2008"	1353	12747038	10.614230537	10.048648394	11.179812680	0.288562318	10.596953374	10.028751149	11.165155599	0.289899094
	"Illinois"	"17"	"2009"	"2009"	1381	12796778	10.791778993	10.222595529	11.360962458	0.290399727	10.781313616	10.208024422	11.354602810	0.292494487
	"Illinois"	"17"	"2010"	"2010"	1288	12830632	10.038476670	9.490242686	10.586710655	0.279711217	9.992282392	9.441297410	10.543267374	0.281114787
	"Illinois"	"17"	"2011"	"2011"	1408	12869257	10.940802565	10.369318764	11.512286367	0.291573368	10.940606260	10.362788639	11.518423881	0.294804909
	"Illinois"	"17"	"2012"	"2012"	1628	12875255	12.644409761	12.030184841	13.258634681	0.313380061	12.527704811	11.911695240	13.143714382	0.314290597
	"Illinois"	"17"	"2013"	"2013"	1579	12882135	12.257284992	11.652697316	12.861872668	0.308463100	12.104001508	11.498771273	12.709231743	0.308790936
	"Illinois"	"17"	"2014"	"2014"	1705	12880580	13.236981565	12.608658729	13.865304400	0.320572875	13.130000024	12.497382140	13.762617909	0.322764227
	"Illinois"	"17"	"2015"	"2015"	1835	12859995	14.269056870	13.616176958	14.921936781	0.333101996	14.092518898	13.436822397	14.748215398	0.334539031
	"Illinois"	"17"	"2016"	"2016"	2411	12801539	18.833673045	18.081890059	19.585456031	0.383562748	18.873729378	18.107157612	19.640301145	0.391108044
	"Illinois"	"17"	"2017"	"2017"	2778	12802023	21.699695431	20.892751074	22.506639788	0.411706305	21.626394021	20.807213000	22.445575043	0.417949501
	"Illinois"	"17"	"2018"	"2018"	2722	12741080	21.363966006	20.561375738	22.166556274	0.409484831	21.289867525	20.473631922	22.106103129	0.416446736
	"Illinois"	"17"	"2019"	"2019"	2790	12671821	22.017356464	21.200361944	22.834350983	0.416833939	21.892566359	21.062496159	22.722636559	0.423505204
	"Illinois"	"17"	"2020 "	"2020"	3549	12587530	28.194570341	27.266953654	29.122187027	0.473273820	28.078524381	27.134594211	29.022454551	0.481597025
"Total"	"Illinois"	"17"			35508	279233480	12.716240187	12.583973131	12.848507244	0.067483192	12.689995387	12.557103069	12.822887706	0.067802204
	"Indiana"	"18"	"1999"	"1999"	191	6044969	3.159652266	2.711548415	3.607756118	0.228624414	3.193143163	2.740173191	3.646113135	0.231107129
	"Indiana"	"18"	"2000"	"2000"	214	6080485	3.519456096	3.047909367	3.991002825	0.240585066	3.540762206	3.066258378	4.015266035	0.242093790
	"Indiana"	"18"	"2001"	"2001"	283	6127760	4.618327089	4.080246231	5.156407946	0.274531050	4.664198908	4.120469674	5.207928143	0.277412875
	"Indiana"	"18"	"2002"	"2002"	293	6155967	4.759609660	4.214613304	5.304606016	0.278059365	4.809906610	4.258453120	5.361360100	0.281353821
	"Indiana"	"18"	"2003"	"2003"	434	6196638	7.003797866	6.344859476	7.662736255	0.336193056	7.107392219	6.437250381	7.777534056	0.341909101
	"Indiana"	"18"	"2004"	"2004"	542	6233007	8.695642408	7.963563154	9.427721662	0.373509824	8.795910045	8.053053928	9.538766162	0.379008223
	"Indiana"	"18"	"2005"	"2005"	610	6278616	9.715516923	8.944512150	10.486521696	0.393369782	9.841270360	9.056964371	10.625576350	0.400156117
	"Indiana"	"18"	"2006"	"2006"	736	6332669	11.622271747	10.782602611	12.461940883	0.428402620	11.764834910	10.910424489	12.619245332	0.435923684
	"Indiana"	"18"	"2007"	"2007"	781	6379599	12.242148762	11.383554055	13.100743469	0.438058524	12.369006724	11.495871225	13.242142224	0.445477296
	"Indiana"	"18"	"2008"	"2008"	830	6424806	12.918678011	12.039786846	13.797569177	0.448413860	13.209941550	12.303684254	14.116198846	0.462376172
	"Indiana"	"18"	"2009"	"2009"	896	6459325	13.871418453	12.963131785	14.779705121	0.463411565	14.031897318	13.102982071	14.960812566	0.473936351
	"Indiana"	"18"	"2010"	"2010"	927	6483802	14.297167002	13.376789075	15.217544928	0.469580575	14.378071634	13.440726444	15.315416825	0.478237342
	"Indiana"	"18"	"2011"	"2011"	975	6516922	14.961050631	14.021941948	15.900159314	0.479137083	15.320474233	14.345414769	16.295533697	0.497479318
	"Indiana"	"18"	"2012"	"2012"	1011	6537334	15.465019838	14.511716805	16.418322872	0.486379099	15.981040086	14.981259047	16.980821125	0.510092367
	"Indiana"	"18"	"2013"	"2013"	1064	6570902	16.192601868	15.219626389	17.165577347	0.496416061	16.596138714	15.582630034	17.609647394	0.517096265
	"Indiana"	"18"	"2014"	"2014"	1172	6596855	17.766041546	16.748896381	18.783186710	0.518951615	18.180504233	17.121757198	19.239251267	0.540177058
	"Indiana"	"18"	"2015"	"2015"	1245	6619680	18.807555652	17.762826409	19.852284895	0.533025124	19.494522392	18.393550063	20.595494721	0.561720576
	"Indiana"	"18"	"2016"	"2016"	1526	6633053	23.005997389	21.851694266	24.160300512	0.588930165	23.964210322	22.740794191	25.187626453	0.624191903
	"Indiana"	"18"	"2017"	"2017"	1852	6666818	27.779369408	26.514172963	29.044565854	0.645508391	29.396106916	28.032865844	30.759347988	0.695531159
	"Indiana"	"18"	"2018"	"2018"	1629	6691878	24.342942295	23.160803150	25.525081440	0.603132217	25.631363729	24.362279457	26.900448000	0.647491975
	"Indiana"	"18"	"2019"	"2019"	1699	6732219	25.236849841	24.036813148	26.436886534	0.612263619	26.635895375	25.342843917	27.928946833	0.659720132
	"Indiana"	"18"	"2020 "	"2020"	2321	6754953	34.359972601	32.962088034	35.757857167	0.713206411	36.676823646	35.157124385	38.196522907	0.775356766
"Total"	"Indiana"	"18"			21231	141518257	15.002304614	14.800501053	15.204108175	0.102961000	15.355290391	15.147028761	15.563552020	0.106255933
	"Iowa"	"19"	"1999"	"1999"	53	2917634	1.816540388	1.360715909	2.376071159	0.249521012	1.877431424	1.406327557	2.455717851	0.258233957
	"Iowa"	"19"	"2000"	"2000"	73	2926324	2.494597317	1.955365161	3.136581937	0.291970532	2.547324841	1.996695104	3.202878889	0.298667559
	"Iowa"	"19"	"2001"	"2001"	87	2931997	2.967260881	2.376657275	3.660116296	0.318123758	3.007483779	2.405596050	3.714212392	0.324136911
	"Iowa"	"19"	"2002"	"2002"	91	2934234	3.101320481	2.496997172	3.807739260	0.325106723	3.125628777	2.513380613	3.841929124	0.329473864
	"Iowa"	"19"	"2003"	"2003"	96	2941999	3.263087445	2.643100830	3.984784495	0.333037468	3.391598023	2.744006296	4.146059003	0.348046178
	"Iowa"	"19"	"2004"	"2004"	122	2953635	4.130503600	3.397545479	4.863461721	0.373958225	4.233329821	3.476177936	4.990481706	0.386301982
	"Iowa"	"19"	"2005"	"2005"	141	2964454	4.756356483	3.971263832	5.541449133	0.400557475	4.847086955	4.039323016	5.654850894	0.412124459
	"Iowa"	"19"	"2006"	"2006"	187	2982644	6.269605089	5.370986384	7.168223794	0.458478931	6.550946177	5.600396408	7.501495946	0.484974372
	"Iowa"	"19"	"2007"	"2007"	203	2999212	6.768444511	5.837343228	7.699545795	0.475051675	6.881185373	5.922054015	7.840316730	0.489352733
	"Iowa"	"19"	"2008"	"2008"	209	3016734	6.928022159	5.988748385	7.867295933	0.479221313	7.181525064	6.190757819	8.172292310	0.505493493
	"Iowa"	"19"	"2009"	"2009"	207	3032870	6.825218357	5.895422839	7.755013876	0.474385469	7.126726698	6.137218898	8.116234498	0.504850918
	"Iowa"	"19"	"2010"	"2010"	253	3046355	8.305007132	7.281629735	9.328384528	0.522131325	8.569840071	7.494127081	9.645553062	0.548833158
	"Iowa"	"19"	"2011"	"2011"	250	3062309	8.163774459	7.151782493	9.175766426	0.516322432	8.439306181	7.369140114	9.509472247	0.546003095
	"Iowa"	"19"	"2012"	"2012"	259	3074186	8.424994454	7.398927235	9.451061673	0.523503683	8.660483566	7.579944246	9.741022885	0.551295571
	"Iowa"	"19"	"2013"	"2013"	275	3090416	8.898478393	7.846745456	9.950211329	0.536598437	9.292946757	8.165668797	10.420224718	0.575141817
	"Iowa"	"19"	"2014"	"2014"	264	3107126	8.496597821	7.471656105	9.521539537	0.522929447	8.795787375	7.705528961	9.886045789	0.556254293
	"Iowa"	"19"	"2015"	"2015"	309	3123899	9.891484968	8.788579406	10.994390530	0.562706919	10.276345093	9.101996585	11.450693601	0.599157402
	"Iowa"	"19"	"2016"	"2016"	314	3134693	10.016929888	8.908965296	11.124894479	0.565288057	10.623943474	9.419646453	11.828240495	0.614437256
