state,st_fips,year,n_deaths,pop,adj_rate,adj_rate_se,crude_rate,crude_lower,crude_upper,crude_se,adj_rate_lower,adj_rate_upper
New Jersey,34,2010,868,8791894,9.767171748,0.33504658,9.872730495,9.215929971,10.529531019,0.335102308,9.110480451,10.423863044
New Jersey,34,2011,1012,8821155,11.306048825,0.360219879,11.472420562,10.765580959,12.179260165,0.36063245,10.600017862,12.012079789
New Jersey,34,2012,1222,8864590,13.739851803,0.398219738,13.785183522,13.012266236,14.558100809,0.394345554,12.959341117,14.520362489
New Jersey,34,2013,1294,8899339,14.494297093,0.408539649,14.540405754,13.748149896,15.332661612,0.404212172,13.69355938,15.295034806
New Jersey,34,2014,1253,8938175,14.017234456,0.4019473,14.018521678,13.242305387,14.794737969,0.39602872,13.229417748,14.805051163
New Jersey,34,2015,1454,8958013,16.33507133,0.435368429,16.231278075,15.396969732,17.065586417,0.425667522,15.481749208,17.188393452
New Jersey,34,2016,2056,8944469,23.207717158,0.520454944,22.986272299,21.992668912,23.979875686,0.506940504,22.187625467,24.227808849
New Jersey,34,2017,2685,9005644,30.001397792,0.590072288,29.814636244,28.686884671,30.942387816,0.575383455,28.844856108,31.157939475
New Jersey,34,2018,2900,8908520,33.113304982,0.627172746,32.553106464,31.368294282,33.737918647,0.60449601100000006,31.8840464,34.342563564
New Jersey,34,2019,2805,8882190,31.718869019,0.611961513,31.580049515,30.411351126,32.748747903,0.596274688,30.519424454,32.918313584
New Mexico,35,1999,266,1808082,15.010220964,0.924154752,14.711722145,12.943736368,16.479707923,0.90203356,13.198877649,16.821564278
New Mexico,35,2000,271,1819046,15.132650293,0.92352828,14.897919019,13.124150123,16.671687916,0.904984131,13.322534864,16.942765722
New Mexico,35,2001,258,1831690,14.356321733,0.897024104,14.085352871,12.366597968,15.804107773,0.876915767,12.59815449,16.114488977
New Mexico,35,2002,287,1855309,16.103125726,0.953120489,15.469121316,13.679419131,17.258823502,0.91311336,14.235009567,17.971241885
New Mexico,35,2003,358,1877574,19.737194601,1.049237215,19.067157939,17.092005943,21.042309935,1.00773061,17.68068966,21.793699542
New Mexico,35,2004,314,1903808,16.942035349,0.962290388,16.493259825,14.668953566,18.317566083,0.930768499,15.055946188,18.82812451
New Mexico,35,2005,373,1932274,20.084384974,1.048060494,19.303680534,17.34464742,21.262713648,0.999506691,18.030186406,22.138583542
New Mexico,35,2006,418,1962137,21.755990583,1.075913341,21.30330349,19.261025368,23.345581612,1.041978634,19.647200434,23.864780732
New Mexico,35,2007,462,1990070,23.388397548,1.101797292,23.215263785,21.098323018,25.332204551,1.08007182,21.228874856,25.547920241
New Mexico,35,2008,518,2010662,26.685223545,1.189762615,25.762659264,23.54404459,27.981273937,1.131946262,24.353288819,29.017158271
New Mexico,35,2009,438,2036802,22.036177385,1.071731165,21.504299387,19.490369654,23.51822912,1.02751517,19.935584301,24.136770469
New Mexico,35,2010,478,2059179,23.818631179,1.11114985,23.213134944,21.132116549,25.294153338,1.061744079,21.640777472,25.996484886
New Mexico,35,2011,529,2082224,26.308007961,1.170556511,25.405527936,23.24053512,27.570520751,1.104588171,24.013717199,28.602298722
New Mexico,35,2012,492,2085538,24.660840907,1.138366589,23.591035023,21.50644567,25.675624376,1.063565996,22.429642393,26.892039422
New Mexico,35,2013,458,2085287,22.625616485,1.085510179,21.963403599,19.951889992,23.974917205,1.026282452,20.498016535,24.753216435
New Mexico,35,2014,547,2085572,27.289196421,1.196896123,26.227816637,24.029832535,28.42580074,1.12142046,24.94328002,29.635112822
New Mexico,35,2015,501,2085109,25.310652383,1.160291951,24.027520863,21.923518751,26.131522976,1.073470465,23.036480159,27.584824608
New Mexico,35,2016,500,2081015,25.187656761,1.157611067,24.026736953,21.920700602,26.132773303,1.074508342,22.91873907,27.456574452
New Mexico,35,2017,493,2088070,24.83665611,1.147449405,23.610319577,21.526143161,25.694495993,1.063355314,22.587655275,27.085656944
New Mexico,35,2018,537,2095428,26.681441799,1.186939016,25.627222696,23.459665973,27.794779419,1.105896287,24.355041327,29.007842271
New Mexico,35,2019,599,2096829,30.153340507,1.266408584,28.566945612,26.279206652,30.854684571,1.167213755,27.671179683,32.63550133
New York,36,1999,959,18882725,5.038248119,0.162842944,5.078716128,4.757275545,5.400156711,0.164000297,4.71907595,5.357420289
New York,36,2000,767,18976457,3.986093618,0.144176906,4.041850383,3.755802576,4.32789819,0.145942759,3.703506883,4.268680354
New York,36,2001,1079,19082838,5.579763557,0.17009079,5.654295236,5.316911743,5.991678729,0.172134435,5.246385608,5.913141506
New York,36,2002,923,19137800,4.785037732,0.157704528,4.822915905,4.511769412,5.134062398,0.158748211,4.475936856,5.094138608
New York,36,2003,964,19175939,4.969506523,0.160259786,5.027133221,4.709783626,5.344482817,0.161913059,4.655397343,5.283615704
New York,36,2004,831,19171567,4.256751994,0.147995117,4.334543963,4.039831181,4.629256745,0.150363664,3.966681565,4.546822423
New York,36,2005,944,19132610,4.792208259,0.156569387,4.933984438,4.619232908,5.248735968,0.160587515,4.48533226,5.099084258
New York,36,2006,1680,19104631,8.573686426,0.210113197,8.793679396,8.373173531,9.214185262,0.214543809,8.16186456,8.985508293
New York,36,2007,1708,19132335,8.644917462,0.210501202,8.927295074,8.503913427,9.350676721,0.216011044,8.232335107,9.057499818
New York,36,2008,1691,19212436,8.536889111,0.209173671,8.801590803,8.382077786,9.22110382,0.214037254,8.126908716,8.946869505
New York,36,2009,1592,19307066,7.99131116,0.202419048,8.245685802,7.840633298,8.650738307,0.206659441,7.594569826,8.388052494
New York,36,2010,1557,19378102,7.795331813,0.199955509,8.034842628,7.635735816,8.43394944,0.203625924,7.403419015,8.187244611
New York,36,2011,1948,19465197,9.673923574,0.222194636,10.007604855,9.563186749,10.452022961,0.226743932,9.238422087,10.109425062
New York,36,2012,2106,19570261,10.41667338,0.230376796,10.761225923,10.301616804,11.220835043,0.234494449,9.96513486,10.8682119
New York,36,2013,2309,19651127,11.310201272,0.23917475,11.749962229,11.270691864,12.229232593,0.244525696,10.841418763,11.778983781
New York,36,2014,2300,19746227,11.304702231,0.239820112,11.647794791,11.171763103,12.12382648,0.242873311,10.834654812,11.77474965
New York,36,2015,2754,19795791,13.582314464,0.263721655,13.912048273,13.392453015,14.431643532,0.265099622,13.06542002,14.099208909
New York,36,2016,3638,19745289,18.042460897,0.305274779,18.424648026,17.825927808,19.023368244,0.305469499,17.44412233,18.640799464
New York,36,2017,3921,19849399,19.448023792,0.317529188,19.7537467,19.135435475,20.372057925,0.315464911,18.825666583,20.070381001
New York,36,2018,3697,19542209,18.414515733000002,0.310277422,18.918025081,18.308197387,19.527852775,0.311136578,17.806371986,19.022659479
New York,36,2019,3617,19453561,18.228367369,0.311218677,18.592996933,17.987054711,19.198939154,0.309154194,17.618378762,18.838355976
North Carolina,37,1999,366,7949361,4.583597879,0.239999084,4.604143654,4.132445263,5.075842044,0.240662444,4.1131996729999996,5.0539960840000004
North Carolina,37,2000,491,8049313,6.015005333,0.271819387,6.099899457,5.560341624,6.639457291,0.275284609,5.482239335,6.547771331
North Carolina,37,2001,551,8210122,6.639816877,0.283174842,6.711227921,6.150848394,7.271607448,0.285907922,6.084794187,7.194839567
North Carolina,37,2002,647,8326201,7.726129508,0.304145666,7.770650745,7.171878969,8.36942252,0.305495804,7.130004002,8.322255014
North Carolina,37,2003,762,8422501,9.016453554,0.327237634,9.047193939,8.404813237,9.689574641,0.327745256,8.375067791,9.657839317
North Carolina,37,2004,854,8553152,9.924036403,0.340827939,9.984623213,9.314956338,10.654290087,0.341666773,9.256013643,10.592059164
North Carolina,37,2005,1000,8705407,11.413311914,0.361945605,11.487113698,10.775135015,12.199092382,0.36325443,10.703898529,12.122725299
North Carolina,37,2006,1059,8917270,11.847836682,0.365259605,11.875831953,11.160558454,12.591105452,0.364935459,11.131927856,12.563745508
North Carolina,37,2007,1084,9118037,11.86432886,0.362015696,11.888523813,11.18079095,12.596256676,0.361088195,11.154778095,12.573879625
North Carolina,37,2008,1196,9309449,12.782102486,0.371862549,12.847162061,12.119050907,13.575273215,0.371485283,12.05325189,13.510953081
North Carolina,37,2009,1191,9449566,12.598736065,0.367830168,12.603753442,11.887939605,13.319567279,0.365211142,11.877788937,13.319683193
North Carolina,37,2010,1093,9535483,11.401814445,0.347923583,11.462450303,10.782897112,12.142003494,0.346710812,10.719884222,12.083744668
North Carolina,37,2011,1264,9656401,13.049024288,0.371049507,13.089762946,12.368133384,13.811392508,0.368178348,12.321767254,13.776281321
North Carolina,37,2012,1298,9752073,13.324975001,0.374089527,13.309990604,12.585894061,14.034087147,0.369437012,12.591759529,14.058190474
North Carolina,37,2013,1259,9848060,12.886759495,0.367956756,12.7842438,12.078059187,13.490428413,0.360298272,12.165564253,13.607954737
North Carolina,37,2014,1358,9943964,13.804589097,0.380377713,13.656525708,12.930174918,14.382876497,0.370587137,13.05904878,14.550129413
North Carolina,37,2015,1567,10042802,15.792826285,0.405217329,15.603215119,14.83064898,16.375781257,0.394166397,14.998600321,16.587052249
North Carolina,37,2016,1956,10146788,19.694698789,0.452619012,19.27703624,18.422733283,20.131339198,0.435868856,18.807565526,20.581832052
North Carolina,37,2017,2414,10273419,24.122388832,0.499373836,23.497532808,22.560165715,24.4348999,0.478248517,23.143616113,25.101161551
North Carolina,37,2018,2259,10383620,22.375428644,0.479817775,21.75541863,20.85826793,22.652569331,0.457729949,21.434985806,23.315871483
North Carolina,37,2019,2266,10488084,22.273606346,0.476990122,21.605471505,20.715881556,22.495061453,0.453872423,21.338705708,23.208506985
North Dakota,38,1999,12,644259,NA,0.527295368,NA,0.962426602,3.25359832,0.537687733,0.940682916,3.180091187
North Dakota,38,2000,14,642200,NA,0.583375911,NA,1.191831205,3.657679851,0.582631172,1.183998935,3.633642941
North Dakota,38,2001,14,639062,NA,0.625292012,NA,1.19768348,3.675640235,0.585492078,1.270711429,3.89975994
North Dakota,38,2002,17,638168,NA,0.63884933,NA,1.551813942,4.265130812,0.646084671,1.522818434,4.185437214
North Dakota,38,2003,22,638817,3.528888772,0.760547688,3.443865771,2.15823624,5.214047215,0.734234649,2.211519305,5.34277289
North Dakota,38,2004,17,644705,NA,0.637252285,NA,1.536079292,4.221884428,0.639533682,1.47266459,4.183976161
North Dakota,38,2005,12,646089,NA,0.535777953,NA,0.959700599,3.24438274,0.536164772,0.943829785,3.190729556
North Dakota,38,2006,14,649422,NA,0.57709346,NA,1.178577258,3.617004044,0.57615193,1.12696967,3.61933656
North Dakota,38,2007,32,652822,4.762329255,0.856267191,4.901795589,3.352828183,6.919864833,0.866523225,3.235764613,6.759745392
North Dakota,38,2008,46,657569,7.37034818,1.113848056,6.995463594,5.121588761,9.330969069,1.031424837,5.355294988,9.894323915
North Dakota,38,2009,27,664968,4.405432541,0.865311486,4.060345761,2.67580846,5.907600065,0.781413906,2.877760699,6.454971922
North Dakota,38,2010,23,672591,3.408933525,0.728293621,3.419611621,2.167726003,5.131093042,0.713038314,2.136344551,5.161159447
North Dakota,38,2011,16,683932,NA,0.52197958,NA,1.337185568,3.799067744,0.584853465,1.139176106,3.35703713
North Dakota,38,2012,21,699628,3.118430805,0.69702136,3.001595133,1.85804742,4.588268337,0.655001757,1.904831088,4.816166903
North Dakota,38,2013,20,723393,2.815364949,0.648767731,2.764748899,1.68879157,4.269933494,0.618216648,1.695046775,4.396530211
North Dakota,38,2014,43,739482,6.262780594,0.986784092,5.814881228,4.208229544,7.832586865,0.886761074,4.474193084,8.528153591
North Dakota,38,2015,61,756927,8.597104545,1.12915606,8.058901321,6.164414798,10.351981102,1.031836581,6.528125365,11.113734958
North Dakota,38,2016,77,757952,10.610168425,1.244915459,10.158954657,8.017243836,12.696966299,1.157720329,8.316674419,13.34069527
North Dakota,38,2017,68,755393,9.243670861,1.151636461,9.00193674,6.990363956,11.412115283,1.091645177,7.118735803,11.803982816
North Dakota,38,2018,70,760077,10.17384054,1.244839187,9.209593239,7.179338409,11.635768481,1.100756932,7.88462468,12.920370533
North Dakota,38,2019,82,762062,11.358859554,1.290448436,10.760279347,8.557972973,13.356304343,1.188274069,8.964184783,14.196643436
Ohio,39,1999,467,11335454,4.150378455,0.192169758,4.119817345,3.74615822,4.49347647,0.190642411,3.77372573,4.52703118
Ohio,39,2000,563,11353140,4.988185658,0.210316479,4.958980511,4.549348134,5.368612888,0.208996111,4.575965359,5.400405957
Ohio,39,2001,737,11387404,6.470546815,0.238592069,6.472063343,6.004796369,6.939330317,0.238401517,6.002906359,6.938187271
Ohio,39,2002,931,11407889,8.203222951,0.269395168,8.161019098,7.636784566,8.68525363,0.267466598,7.675208422,8.73123748
Ohio,39,2003,775,11434788,6.793606486,0.244768514,6.777563344,6.30038711,7.254739578,0.243457262,6.313860198,7.273352773
Ohio,39,2004,1136,11452251,9.942083428,0.296389881,9.919447277,9.342608591,10.496285964,0.294305452,9.36115926,10.523007595
Ohio,39,2005,1243,11463320,10.898244086,0.31108183700000003,10.843281004,10.240469933,11.446092075,0.307556669,10.288523686,11.507964486
Ohio,39,2006,1515,11481213,13.231477526,0.342741575,13.195469852,12.531001021,13.859938682,0.33901471,12.559704038,13.903251014
Ohio,39,2007,1592,11500468,13.885825957,0.351566912,13.842914914,13.162909941,14.522919888,0.346941313,13.196754809,14.574897106
Ohio,39,2008,1733,11515391,15.138284356,0.368367852,15.049423854,14.340863801,15.757983906,0.361510231,14.416283366,15.860285346
Ohio,39,2009,1236,11528896,10.886662902,0.314412142,10.720887759,10.123195563,11.318579955,0.304944998,10.270415103,11.5029107
Ohio,39,2010,1835,11536504,16.088450532,0.382035579,15.906031845,15.178252233,16.633811456,0.371316128,15.339660796,16.837240267
Ohio,39,2011,2025,11544951,17.717817827,0.401429608,17.540135077,16.776164749,18.304105405,0.38978078,16.931015796,18.504619858
Ohio,39,2012,2125,11544225,18.896974592,0.41810583,18.407472134,17.624816428,19.19012784,0.399314136,18.077487164,19.716462019
Ohio,39,2013,2347,11570808,20.792585254,0.438326285,20.283803862,19.463170953,21.104436771,0.41869026,19.933465736,21.651704773
Ohio,39,2014,2744,11594163,24.636350925,0.48084005,23.667081444,22.781540343,24.552622545,0.451806684,23.693904427,25.578797422
Ohio,39,2015,3310,11613423,29.911825909,0.531729551,28.501502098,27.530523129,29.472481067,0.495397433,28.86963599,30.954015829
Ohio,39,2016,4329,11614373,39.122491937,0.608920028,37.272782612,36.162447446,38.383117778,0.566497534,37.929008682,40.315975192
Ohio,39,2017,5111,11658609,46.346909170000004,0.664323573,43.838849043,42.636965816,45.04073227,0.613205728,45.044834966,47.648983373
Ohio,39,2018,3980,11689442,35.931006816,0.584528233,34.047818536,32.990017892,35.105619179,0.539694206,34.785331479,37.076682153
Ohio,39,2019,4251,11689100,38.276142763,0.602793548,36.3672139,35.273961222,37.460466578,0.557781978,37.09466741,39.457618116
Oklahoma,40,1999,178,3437147,5.362543051,0.402168031,5.178713625,4.417918071,5.939509179,0.388160997,4.57429371,6.150792391
Oklahoma,40,2000,237,3450654,7.102406964,0.461741295,6.868263234,5.993825621,7.742700846,0.446141639,6.1973940259999996,8.007419902
Oklahoma,40,2001,269,3467100,7.960905569,0.486363264,7.758645554,6.831461736,8.685829372,0.473052968,7.007633571,8.914177567
Oklahoma,40,2002,240,3489080,7.068990607,0.457689356,6.878604102,6.00834061,7.748867593,0.444011985,6.171919469,7.966061745
Oklahoma,40,2003,400,3504892,11.780554163,0.591635033,11.412619847,10.294183102,12.531056592,0.570630992,10.620949499,12.940158828
Oklahoma,40,2004,476,3525233,13.93020451,0.642545819,13.502653584,12.289623083,14.715684084,0.618893112,12.670814705,15.189594315
Oklahoma,40,2005,478,3548597,13.839965754,0.637868824,13.470112272,12.262539427,14.677685118,0.616108595,12.589742858,15.09018865
Oklahoma,40,2006,563,3594090,16.233489577,0.690359736,15.664604949,14.37064355,16.958566347,0.660184387,14.880384494,17.58659466
Oklahoma,40,2007,666,3634349,18.831620387,0.737540855,18.325152593,16.933385523,19.716919662,0.71008524,17.386040312,20.277200463
Oklahoma,40,2008,564,3668976,15.631016839,0.665904474,15.372136531,14.103460448,16.640812613,0.647283715,14.32584407,16.936189607
Oklahoma,40,2009,756,3717572,20.633605061,0.761525784,20.335853616,18.886222239,21.785484993,0.739607845,19.141014525,22.126195598
Oklahoma,40,2010,717,3751351,19.439868814,0.7384204,19.113114182,17.714081217,20.512147147,0.713792329,17.992564831,20.887172798
Oklahoma,40,2011,703,3791508,18.923032372,0.725494516,18.541435228,17.170800419,19.912070038,0.699303474,17.501063121,20.345001622
Oklahoma,40,2012,771,3814820,20.591908451,0.755178849,20.210652141,18.78402918,21.637275102,0.727868858,19.111757907,22.072058995
Oklahoma,40,2013,790,3850568,20.636463512,0.749288427,20.516453676,19.085766055,21.947141298,0.729942664,19.167858195,22.105068829
Oklahoma,40,2014,777,3878051,20.346579096,0.745211396,20.03583759,18.627025517,21.444649662,0.71878167,18.88596476,21.807193433
Oklahoma,40,2015,725,3911338,19.004731708,0.721465168,18.535856528,17.186583846,19.885129209,0.688404429,17.590659977,20.418803438
Oklahoma,40,2016,813,3923561,21.530387877,0.772191626,20.720972606,19.296608782,22.145336431,0.726716237,20.016892289,23.043883463
Oklahoma,40,2017,775,3930864,20.0795272,0.738116171,19.715767322,18.327673235,21.103861409,0.708211269,18.632819504,21.526234895
Oklahoma,40,2018,716,3943079,18.379887471,0.703732778,18.158398551,16.828320569,19.488476533,0.678611215,17.000571226,19.759203715
Oklahoma,40,2019,645,3956971,16.663763879,0.672235122,16.300346907,15.042368863,17.558324951,0.641825533,15.346183041,17.981344717
Oregon,41,1999,210,3393941,6.130300307,0.423426759,6.187497072,5.350620461,7.024373683,0.426977863,5.30038386,6.960216755
Oregon,41,2000,208,3421399,6.015063047,0.417904059,6.079384486,5.253186723,6.905582249,0.421529471,5.195971091,6.834155002
Oregon,41,2001,241,3467937,6.873866245,0.444317565,6.949376531,6.071985091,7.826767972,0.447648694,6.003003818,7.744728673
Oregon,41,2002,318,3513424,8.926878789,0.502963246,9.050999822,8.056192284,10.045807361,0.507554867,7.941070827,9.91268675
Oregon,41,2003,355,3547376,9.788492515,0.522828315,10.007397017,8.966367546,11.048426488,0.531137485,8.763749017,10.813236014
Oregon,41,2004,365,3569463,10.023421472,0.528988922,10.225627776,9.176569489,11.274686064,0.53523382,8.986603186,11.060239759
Oregon,41,2005,386,3613202,10.413448806,0.53492236,10.683045122,9.617289869,11.748800374,0.54375268,9.365000979,11.461896632
Oregon,41,2006,485,3670883,12.863382207,0.590112374,13.212080036,12.036217922,14.387942151,0.59992965,11.706761954,14.02000246
Oregon,41,2007,502,3722417,13.158175557,0.594535733,13.485861471,12.306130701,14.665592241,0.601903454,11.99288552,14.323465594
Oregon,41,2008,452,3768748,11.824869161,0.564150252,11.993372865,10.887696084,13.099049647,0.564120807,10.719134666,12.930603655
Oregon,41,2009,501,3808600,12.896757757,0.585464651,13.154439952,12.002553763,14.306326141,0.587697035,11.749247041,14.044268473
Oregon,41,2010,503,3831074,12.911746981,0.585722623,13.12947753,11.982065172,14.276889888,0.585414468,11.763730639,14.059763323
Oregon,41,2011,532,3871859,13.549361974,0.599200397,13.740169774,12.572574431,14.907765117,0.59571191,12.374929195,14.723794753
Oregon,41,2012,490,3899353,12.465591549,0.573661225,12.566187262,11.453529611,13.678844913,0.567682475,11.341215548,13.58996755
Oregon,41,2013,455,3930065,11.321126423,0.543145308,11.577416659,10.513611636,12.641221681,0.542757664,10.25656162,12.385691226
Oregon,41,2014,522,3970239,12.848311865,0.574836404,13.147823091,12.019912508,14.275733674,0.575464583,11.721632513,13.974991216
Oregon,41,2015,505,4028977,12.047521521,0.549730475,12.534199128,11.440980629,13.627417627,0.557764541,10.970049789,13.124993252
Oregon,41,2016,506,4093465,11.938560662,0.543783603,12.361165907,11.284105036,13.438226778,0.549520852,10.8727448,13.004376522
Oregon,41,2017,530,4142776,12.367238078,0.550318858,12.793354022,11.704166757,13.882541286,0.555707788,11.288613116,13.445863039
Oregon,41,2018,547,4190713,12.57326058,0.551123002,13.052671467,11.958811281,14.146531652,0.558091932,11.493059496,13.653461665
Oregon,41,2019,615,4217737,13.968354207,0.577870623,14.581279013,13.428850132,15.733707894,0.587973919,12.835727785,15.100980628
Pennsylvania,42,1999,990,12263805,8.146322957,0.25962828,8.0725354,7.569673847,8.575396953,0.256562017,7.637451529,8.655194385
Pennsylvania,42,2000,1147,12281054,9.464692935,0.280152819,9.339589257,8.79908124,9.880097273,0.275769396,8.915593409,10.013792461
Pennsylvania,42,2001,958,12298970,7.897566326,0.255858252,7.789270158,7.296016763,8.282523554,0.251659896,7.396084152,8.399048501
Pennsylvania,42,2002,1097,12331031,9.100389577,0.275748491,8.896255309,8.369801836,9.422708783,0.268598711,8.559922535,9.640856619
Pennsylvania,42,2003,1381,12374658,11.371930027,0.307433523,11.159904379,10.571305127,11.74850363,0.300305741,10.769360321,11.974499732
Pennsylvania,42,2004,1544,12410722,12.727672347,0.325864233,12.440855576,11.820297158,13.061413995,0.316611438,12.088978451,13.366366243
Pennsylvania,42,2005,1613,12449990,13.182020812,0.330922555,12.955833699,12.323561259,13.58810614,0.32258798,12.533412605,13.830629019
Pennsylvania,42,2006,1638,12510809,13.496006176,0.336655407,13.092678499,12.458622485,13.726734513,0.323497966,12.836161579,14.155850773
Pennsylvania,42,2007,1733,12563937,13.85518978,0.337116755,13.79344707,13.144021173,14.442872967,0.331339743,13.194440941,14.515938619
Pennsylvania,42,2008,1850,12612285,14.906105872,0.351385648,14.66823815,13.999820115,15.336656186,0.34102961,14.217390002,15.594821743
Pennsylvania,42,2009,1909,12666858,15.245806705,0.354930537,15.070824983,14.394757367,15.746892599,0.344932457,14.550142852,15.941470557
Pennsylvania,42,2010,1916,12702379,15.327786622,0.356875804,15.083788635,14.408376659,15.759200611,0.344597947,14.628310046,16.027263198
Pennsylvania,42,2011,2289,12742886,18.320820999,0.390755896,17.962963806,17.22707674,18.698850872,0.375452585,17.554939443,19.086702556
Pennsylvania,42,2012,2365,12763536,18.953307765,0.398338377,18.52934798,17.782554296,19.276141664,0.381017186,18.172564546,19.734050984
Pennsylvania,42,2013,2426,12773801,19.393170842,0.40333227,18.991997762,18.236242249,19.747753274,0.385589547,18.602639592,20.183702093
Pennsylvania,42,2014,2732,12787209,21.902093044,0.429782006,21.365100078,20.5639375,22.166262656,0.408756417,21.059720312,22.744465776
Pennsylvania,42,2015,3264,12802503,26.327321168,0.472821066,25.49501453,24.620360583,26.369668476,0.446252014,25.400591879,27.254050457
Pennsylvania,42,2016,4627,12784227,37.85087998,0.57112657,36.193036935,35.150164118,37.235909753,0.532077968,36.731471904,38.970288056
Pennsylvania,42,2017,5388,12805537,44.287062509,0.620182554,42.075549038,40.952051643,43.199046432,0.573212956,43.071504702,45.502620315
Pennsylvania,42,2018,4415,12807060,36.1325399,0.559528484,34.47317339,33.456288063,35.490058718,0.518819045,35.035864071,37.229215729
Pennsylvania,42,2019,4377,12801989,35.643195802,0.555119007,34.189999695,33.177098939,35.20290045,0.5167861,34.555162549,36.731229055
Rhode Island,44,1999,58,1040402,5.491884209,0.727589478,5.574768215,4.233144496,7.206670114,0.732002928,4.159498181,7.115395019
Rhode Island,44,2000,74,1048319,6.995739557,0.818851998,7.058920042,5.542805196,8.861838811,0.820582787,5.483540494,8.796093131
Rhode Island,44,2001,110,1057142,10.202699243,0.98286464,10.405413842,8.460863969,12.349963716,0.992117282,8.276284548,12.129113938
Rhode Island,44,2002,99,1065995,9.345513669,0.940215321,9.287097969,7.548088875,11.306670294,0.933388465,7.595566235,11.377789072
Rhode Island,44,2003,146,1071342,13.73106076,1.138364686,13.62776779,11.417197299,15.838338281,1.127842087,11.499865975,15.962255544
Rhode Island,44,2004,106,1074579,9.81119357,0.95597816,9.864328263,7.986436076,11.742220449,0.958108258,7.937476377,11.684910764
Rhode Island,44,2005,156,1067916,14.301886221,1.150981729,14.607890508,12.315538661,16.900242356,1.169567269,12.045962032,16.55781041
Rhode Island,44,2006,175,1063096,16.404506473,1.248884002,16.461354384,14.022405987,18.900302781,1.244361427,13.956693828,18.852319117
Rhode Island,44,2007,135,1057315,12.424028641,1.08045322,12.768191126,10.614325714,14.922056537,1.098910924,10.306340331,14.541716952
Rhode Island,44,2008,185,1055003,17.348064486,1.291875327,17.53549516,15.00859408,20.062396239,1.289235245,14.815988845,19.880140128
Rhode Island,44,2009,161,1053646,14.775056602,1.184642242,15.2802744,12.91993592,17.640612879,1.204254327,12.453157808,17.096955396
Rhode Island,44,2010,167,1052567,15.506605119,1.222956894,15.865973377,13.459591451,18.272355303,1.227745881,13.109609606,17.903600631
Rhode Island,44,2011,190,1051302,17.667003368,1.31180216,18.072827789,15.502991952,20.642663626,1.311140733,15.095871135,20.238135602
Rhode Island,44,2012,196,1050292,18.238409009,1.335844538,18.661476999,16.048870219,21.274083779,1.332962643,15.620153715,20.856664303
Rhode Island,44,2013,241,1051511,22.374921109,1.477285685,22.919398846,20.025717049,25.813080643,1.476368264,19.479441166,25.270401052
Rhode Island,44,2014,247,1055173,23.350083611,1.527297185,23.408483727,20.489169269,26.327798185,1.489446152,20.356581129,26.343586093
Rhode Island,44,2015,310,1056298,28.184168777,1.648458428,29.347778752,26.080768775,32.614788729,1.666841825,24.953190259,31.415147296
Rhode Island,44,2016,326,1056426,30.82682103,1.752303539,30.858763416,27.508910102,34.208616729,1.709108833,27.392306095,34.261335966
Rhode Island,44,2017,320,1059639,31.018538683,1.786393392,30.198963987,26.890144107,33.507783867,1.688173408,27.517207634,34.519869731
Rhode Island,44,2018,317,1057315,30.101963446,1.755946402,29.981604347,26.681092401,33.282116292,1.683934666,26.660308498,33.543618395
Rhode Island,44,2019,307,1059361,29.549067231,1.742851142,28.979734009,25.737970879,32.22149714,1.653960781,26.133078993,32.965055468
South Carolina,45,1999,147,3974682,3.705304341,0.305855059,3.69840908,3.100531386,4.296286774,0.30503964,3.105828426,4.304780257
South Carolina,45,2000,258,4012012,6.455882929,0.402369832,6.430688642,5.645988555,7.215388729,0.400357187,5.667238058,7.2445278
South Carolina,45,2001,242,4064995,5.942084753,0.383244788,5.953266855,5.2031935,6.703340211,0.382690488,5.19092497,6.693244537
South Carolina,45,2002,217,4107795,5.32428693,0.362234372,5.28263947,4.579765959,5.98551298,0.358608934,4.614307561,6.0342662989999996
South Carolina,45,2003,287,4150297,6.989578001,0.414078389,6.915167758,6.115116443,7.715219073,0.408189446,6.17798436,7.801171643
South Carolina,45,2004,356,4210921,8.444272343,0.449567904,8.454207524,7.575986203,9.332428845,0.448072103,7.563119252,9.325425434
South Carolina,45,2005,427,4270150,9.924169566,0.484826896,9.999648724,9.051171563,10.948125886,0.483916919,8.973908849,10.874430283
South Carolina,45,2006,554,4357847,12.703510563,0.544026057,12.712699643,11.654082371,13.771316914,0.540110853,11.637219491,13.769801635
South Carolina,45,2007,545,4444110,12.142094367,0.525092605,12.263422823,11.233820479,13.293025166,0.525307318,11.112912861,13.171275872
South Carolina,45,2008,565,4528996,12.495321547,0.53149423,12.475171098,11.446495688,13.503846507,0.524834393,11.453592855,13.537050239
South Carolina,45,2009,615,4589872,13.265071893,0.54214484,13.399066466,12.34007355,14.458059382,0.540302508,12.202468006,14.32767578
South Carolina,45,2010,678,4625364,14.626939944,0.569878224,14.658305811,13.554926078,15.761685544,0.562948843,13.509978626,15.743901263
South Carolina,45,2011,618,4679230,13.311453843,0.544559131,13.207301201,12.166001087,14.248601316,0.531275569,12.244117947,14.378789739
South Carolina,45,2012,587,4723723,12.456679997,0.523990284,12.426638903,11.421350438,13.431927368,0.512902278,11.429659041,13.483700953
South Carolina,45,2013,620,4774839,12.968563063,0.532460242,12.984731004,11.962631485,14.006830522,0.521479346,11.924940988,14.012185138
