state,st_fips,year,n_deaths,pop,crude_rate,crude_lower,crude_upper,crude_se
Pennsylvania,42,2015,3264,12802503,25.49501453,24.620360583,26.369668476,0.446252014
Pennsylvania,42,2016,4627,12784227,36.193036935,35.150164118,37.235909753,0.532077968
Pennsylvania,42,2017,5388,12805537,42.075549038,40.952051643,43.199046432,0.573212956
Pennsylvania,42,2018,4415,12807060,34.47317339,33.456288063,35.490058718,0.518819045
Pennsylvania,42,2019,4377,12801989,34.189999695,33.177098939,35.20290045,0.5167861
Rhode Island,44,1999,58,1040402,5.574768215,4.233144496,7.206670114,0.732002928
Rhode Island,44,2000,74,1048319,7.058920042,5.542805196,8.861838811,0.820582787
Rhode Island,44,2001,110,1057142,10.405413842,8.460863969,12.349963716,0.992117282
Rhode Island,44,2002,99,1065995,9.287097969,7.548088875,11.306670294,0.933388465
Rhode Island,44,2003,146,1071342,13.62776779,11.417197299,15.838338281,1.127842087
Rhode Island,44,2004,106,1074579,9.864328263,7.986436076,11.742220449,0.958108258
Rhode Island,44,2005,156,1067916,14.607890508,12.315538661,16.900242356,1.169567269
Rhode Island,44,2006,175,1063096,16.461354384,14.022405987,18.900302781,1.244361427
Rhode Island,44,2007,135,1057315,12.768191126,10.614325714,14.922056537,1.098910924
Rhode Island,44,2008,185,1055003,17.53549516,15.00859408,20.062396239,1.289235245
Rhode Island,44,2009,161,1053646,15.2802744,12.91993592,17.640612879,1.204254327
Rhode Island,44,2010,167,1052567,15.865973377,13.459591451,18.272355303,1.227745881
Rhode Island,44,2011,190,1051302,18.072827789,15.502991952,20.642663626,1.311140733
Rhode Island,44,2012,196,1050292,18.661476999,16.048870219,21.274083779,1.332962643
Rhode Island,44,2013,241,1051511,22.919398846,20.025717049,25.813080643,1.476368264
Rhode Island,44,2014,247,1055173,23.408483727,20.489169269,26.327798185,1.489446152
Rhode Island,44,2015,310,1056298,29.347778752,26.080768775,32.614788729,1.666841825
Rhode Island,44,2016,326,1056426,30.858763416,27.508910102,34.208616729,1.709108833
Rhode Island,44,2017,320,1059639,30.198963987,26.890144107,33.507783867,1.688173408
Rhode Island,44,2018,317,1057315,29.981604347,26.681092401,33.282116292,1.683934666
Rhode Island,44,2019,307,1059361,28.979734009,25.737970879,32.22149714,1.653960781
South Carolina,45,1999,147,3974682,3.69840908,3.100531386,4.296286774,0.30503964
South Carolina,45,2000,258,4012012,6.430688642,5.645988555,7.215388729,0.400357187
South Carolina,45,2001,242,4064995,5.953266855,5.2031935,6.703340211,0.382690488
South Carolina,45,2002,217,4107795,5.28263947,4.579765959,5.98551298,0.358608934
South Carolina,45,2003,287,4150297,6.915167758,6.115116443,7.715219073,0.408189446
South Carolina,45,2004,356,4210921,8.454207524,7.575986203,9.332428845,0.448072103
South Carolina,45,2005,427,4270150,9.999648724,9.051171563,10.948125886,0.483916919
South Carolina,45,2006,554,4357847,12.712699643,11.654082371,13.771316914,0.540110853
South Carolina,45,2007,545,4444110,12.263422823,11.233820479,13.293025166,0.525307318
South Carolina,45,2008,565,4528996,12.475171098,11.446495688,13.503846507,0.524834393
South Carolina,45,2009,615,4589872,13.399066466,12.34007355,14.458059382,0.540302508
South Carolina,45,2010,678,4625364,14.658305811,13.554926078,15.761685544,0.562948843
South Carolina,45,2011,618,4679230,13.207301201,12.166001087,14.248601316,0.531275569
South Carolina,45,2012,587,4723723,12.426638903,11.421350438,13.431927368,0.512902278
South Carolina,45,2013,620,4774839,12.984731004,11.962631485,14.006830522,0.521479346
South Carolina,45,2014,701,4832482,14.506003333,13.432150332,15.579856335,0.547884184
South Carolina,45,2015,761,4896146,15.542837162,14.438519445,16.64715488,0.563427407
South Carolina,45,2016,879,4961119,17.717776977,16.546469638,18.889084316,0.597605785
South Carolina,45,2017,1008,5024369,20.062220748,18.823695655,21.300745842,0.631900558
South Carolina,45,2018,1125,5084127,22.127692719,20.834640863,23.420744575,0.659720335
South Carolina,45,2019,1127,5148714,21.888961011,20.610995124,23.166926897,0.652023411
South Dakota,46,1999,17,750412,NA,1.319699045,3.627167476,0.549445588
South Dakota,46,2000,20,754844,2.64955408,1.618427119,4.092024312,0.592458303
South Dakota,46,2001,24,757972,3.166343875,2.028739848,4.711266379,0.646327237
South Dakota,46,2002,22,760020,2.894660667,1.814054893,4.382545196,0.617143728
South Dakota,46,2003,24,763729,3.142475931,2.013447178,4.675752787,0.641455213
South Dakota,46,2004,43,770396,5.581545076,4.039364171,7.518285401,0.851177644
South Dakota,46,2005,40,775493,5.158009163,3.684933326,7.023764238,0.815552857
South Dakota,46,2006,37,783033,4.725215923,3.326977279,6.513095872,0.776820713
South Dakota,46,2007,32,791623,4.042328229,2.764952509,5.706554762,0.714589426
South Dakota,46,2008,54,799124,6.757399352,5.076361115,8.816919527,0.919565578
South Dakota,46,2009,49,807067,6.071367061,4.491658066,8.026650823,0.867338152
South Dakota,46,2010,45,814180,5.527033334,4.031473384,7.395612764,0.823921483
South Dakota,46,2011,57,824082,6.916787407,5.238705614,8.9615281,0.916150873
South Dakota,46,2012,42,833354,5.039875011,3.632288319,6.812449451,0.777669598
South Dakota,46,2013,55,844877,6.509823323,4.904110303,8.473446431,0.877784398
South Dakota,46,2014,63,853175,7.384182612,5.674227444,9.447544759,0.930319563
South Dakota,46,2015,65,858469,7.571618777,5.84362394,9.650633861,0.939143725
South Dakota,46,2016,69,865454,7.9726941,6.203234372,10.089922746,0.959799581
South Dakota,46,2017,73,869666,8.394027132,6.579574227,10.554230015,0.982446565
South Dakota,46,2018,57,882235,6.460863602,4.893393484,8.3708241,0.85576229
South Dakota,46,2019,86,884659,9.72125983,7.7757441,12.005658678,1.048270406
Tennessee,47,1999,344,5638706,6.100690478,5.455993192,6.745387763,0.328927186
Tennessee,47,2000,397,5689283,6.978032205,6.291606107,7.664458304,0.350217397
Tennessee,47,2001,424,5750789,7.372901353,6.671104258,8.074698448,0.358059742
Tennessee,47,2002,491,5795918,8.47147941,7.722146883,9.220811937,0.382312514
Tennessee,47,2003,662,5847812,11.320473367,10.45810729,12.182839443,0.439982692
Tennessee,47,2004,763,5910809,12.90855448,11.992605224,13.824503737,0.467321049
Tennessee,47,2005,872,5991057,14.555027602,13.58895256,15.521102644,0.492895429
Tennessee,47,2006,975,6088766,16.013096907,15.00795103,17.018242783,0.512829529
Tennessee,47,2007,985,6175727,15.94953922,14.953477851,16.945600589,0.508194576
Tennessee,47,2008,938,6247411,15.01421949,14.053365468,15.975073513,0.490231644
Tennessee,47,2009,962,6306019,15.255266437,14.291241357,16.219291516,0.49184953
Tennessee,47,2010,1080,6346105,17.018312808,16.003325303,18.033300312,0.517850768
Tennessee,47,2011,1090,6403353,17.022331894,16.011772424,18.032891364,0.515591567
Tennessee,47,2012,1131,6456243,17.517927996,16.496970868,18.538885125,0.520896494
Tennessee,47,2013,1187,6495978,18.272845136,17.233315475,19.312374796,0.530372276
Tennessee,47,2014,1269,6549352,19.375962691,18.30988575,20.442039632,0.543916807
Tennessee,47,2015,1457,6600299,22.074757522,20.941255662,23.208259383,0.578317276
Tennessee,47,2016,1630,6651194,24.506878013,23.317142958,25.696613068,0.607007681
Tennessee,47,2017,1776,6715984,26.444375091,25.214480478,27.674269704,0.627497252
Tennessee,47,2018,1823,6770010,26.927582086,25.691463617,28.163700556,0.630672689
Tennessee,47,2019,2089,6829174,30.589350923,29.277582679000002,31.901119167,0.669269512
Texas,48,1999,1087,20558220,5.287422744,4.973093105,5.601752383,0.16037226500000001
Texas,48,2000,1021,20851820,4.896455082,4.596106922,5.196803241,0.153238857
Texas,48,2001,1374,21319622,6.444767173,6.103990438,6.785543908,0.173865681
Texas,48,2002,1598,21690325,7.367340047,7.006114548,7.728565546,0.184298724
Texas,48,2003,1753,22030931,7.956994645,7.584505022,8.329484269,0.190045726
Texas,48,2004,1813,22394023,8.095910235,7.72324159,8.468578879,0.190137063
Texas,48,2005,1910,22778123,8.385238766,8.009180776,8.761296757,0.191866322
Texas,48,2006,2191,23359580,9.379449459,8.986703044,9.772195875,0.200380824
Texas,48,2007,2194,23831983,9.206116,8.820891231,9.591340768,0.196543249
Texas,48,2008,2053,24309039,8.445418184,8.080090355,8.810746012,0.186391749
Texas,48,2009,2409,24801761,9.713019975,9.3251448280000009,10.100895122,0.197895483
Texas,48,2010,2399,25145561,9.540451295,9.158674202,9.922228387,0.194784231
Texas,48,2011,2589,25674681,10.083864333,9.695430509,10.472298157000001,0.198180522
Texas,48,2012,2447,26059203,9.390156713,9.018097617,9.76221581,0.18982607
Texas,48,2013,2446,26448193,9.24826887,8.881756791,9.61478095,0.186995959
Texas,48,2014,2601,26956958,9.648714814,9.277901461,10.019528168,0.189190487
Texas,48,2015,2588,27469114,9.421490624,9.058501548,9.7844797,0.185198508
Texas,48,2016,2831,27862596,10.160575131,9.786288402,10.534861859,0.190962617
Texas,48,2017,2989,28304596,10.560122462,10.181538625,10.938706299,0.193155019
Texas,48,2018,3005,28701845,10.469710222,10.095368276,10.844052169,0.190990789
Texas,48,2019,3136,28995881,10.815329253,10.436792729,11.193865777,0.193130879
Utah,49,1999,205,2203482,9.303456983,8.029885006,10.577028961,0.649781621
Utah,49,2000,210,2233169,9.403677017,8.131802903,10.67555113,0.648915364
Utah,49,2001,209,2283715,9.151754926,7.91099628,10.392513571,0.633040125
Utah,49,2002,288,2324815,12.388082493,10.95733196,13.818833025,0.729974761
Utah,49,2003,353,2360137,14.956758866,13.396465685,16.517052048,0.79606795
Utah,49,2004,358,2401580,14.906852988,13.362663732,16.451042245,0.787851661
Utah,49,2005,438,2457719,17.821402691,16.152385155,19.490420227,0.851539559
Utah,49,2006,444,2525507,17.580628365,15.945322555,19.215934175,0.834339699
Utah,49,2007,511,2597746,19.67089931,17.965328178,21.376470442,0.870189353
Utah,49,2008,468,2663029,17.573973096,15.981752996,19.166193196,0.812357194
Utah,49,2009,478,2723421,17.551454586,15.977996286,19.124912886,0.802784847
Utah,49,2010,433,2763885,15.666353701,14.190714953,17.141992449,0.752876912
Utah,49,2011,504,2817222,17.889963943,16.328074576,19.45185331,0.79688233
Utah,49,2012,601,2855287,21.048672165,19.365829402,22.731514928,0.858593246
Utah,49,2013,594,2900872,20.476601518,18.82987785,22.123325187,0.840165137
Utah,49,2014,603,2942902,20.489978939,18.854522702,22.125435176,0.834416447
Utah,49,2015,646,2995919,21.562665746,19.899857142,23.225474351,0.848371737
Utah,49,2016,635,3051217,20.811368054,19.192655114,22.430080994,0.825873949
Utah,49,2017,650,3101833,20.955351239,19.344355701,22.566346777,0.821936499
Utah,49,2018,624,3161105,19.739932713,18.191082412,21.288783014,0.790229745
Utah,49,2019,571,3205958,17.81058891,16.349703011,19.271474808,0.745349948
Vermont,50,1999,29,604683,4.795901323,3.211911034,6.887729604,0.890576518
Vermont,50,2000,36,608827,5.913009771,4.141412914,8.186088987,0.985501629
Vermont,50,2001,44,612223,7.186923719,5.222018774,9.648085747,1.083469517
Vermont,50,2002,47,615442,7.636787869,5.611206255,10.155324141,1.113939998
Vermont,50,2003,65,617858,10.520216619,8.119292783,13.408857699,1.304872276
Vermont,50,2004,50,619920,8.065556846,5.986417602,10.633468835,1.140641988
Vermont,50,2005,53,621215,8.53166778,6.390816384,11.15959209,1.171914698
Vermont,50,2006,75,622892,12.040610571,9.470662651,15.093025757,1.390329951
Vermont,50,2007,66,623481,10.585727552,8.187001689,13.467691878,1.303012988
Vermont,50,2008,73,624151,11.695887694,9.16770461,14.705824392,1.368900113
Vermont,50,2009,55,624817,8.802577395,6.631333654,11.45778684,1.186939294
Vermont,50,2010,63,625741,10.068063304,7.736601885,12.881382233,1.268456747
Vermont,50,2011,83,626431,13.24966357,10.553224537,16.424945445,1.454339517
Vermont,50,2012,70,626011,11.181912139,8.716859608,14.127675073,1.336494129
Vermont,50,2013,93,626630,14.841293906,11.97885355,18.181623925,1.538970487
Vermont,50,2014,83,626562,13.246893364,10.551018096,16.421511359,1.454035447
Vermont,50,2015,99,626042,15.813635507,12.852532258,19.252468684,1.589330168
Vermont,50,2016,125,624594,20.013000445,16.504566778,23.521434112,1.790017177
Vermont,50,2017,134,623657,21.486169481,17.848169694,25.124169268,1.85612234
Vermont,50,2018,153,626299,24.429226296,20.558253952,28.30019864,1.97498589
Vermont,50,2019,133,623989,21.3144783,17.692006961,24.936949639,1.848199663
Virginia,51,1999,366,7000174,5.228441465,4.692783238,5.764099691,0.273295013
Virginia,51,2000,411,7078515,5.806302593,5.244951173,6.367654013,0.286403786
Virginia,51,2001,459,7198362,6.376450643,5.793101275,6.95980001,0.297627228
Virginia,51,2002,509,7286873,6.985163595,6.378324206,7.592002983,0.309611933
Virginia,51,2003,547,7366977,7.425026575,6.802783,8.047270149,0.317471211
Virginia,51,2004,558,7475575,7.464308766,6.844969567,8.083647964,0.315989387
Virginia,51,2005,581,7577105,7.667836199,7.044329919,8.291342479,0.318115449
Virginia,51,2006,629,7673725,8.196801423,7.556218786,8.837384059,0.326827876
Virginia,51,2007,700,7751000,9.031092762,8.362060048,9.700125477,0.341343222
Virginia,51,2008,718,7833496,9.165767111,8.495322866,9.836211356,0.342063391
Virginia,51,2009,685,7925937,8.642511289,7.99529306,9.289729519,0.330213382
Virginia,51,2010,558,8001024,6.974107314,6.395441805,7.552772824,0.295237505
Virginia,51,2011,798,8096604,9.855984064,9.172143879,10.53982425,0.348898054
Virginia,51,2012,733,8185867,8.954457726,8.306206458,9.602708993,0.330740443
Virginia,51,2013,854,8260405,10.33847614,9.645076414,11.031875866,0.353775371
Virginia,51,2014,980,8326289,11.769949374,11.033033981,12.506864767,0.375977241
Virginia,51,2015,1039,8382993,12.394141329,11.640499939,13.147782718,0.384510913
Virginia,51,2016,1405,8411808,16.702711236,15.829327939,17.576094534,0.445603723
Virginia,51,2017,1507,8470020,17.79216578,16.893851586,18.690479974,0.458323568
Virginia,51,2018,1448,8517685,16.999924275,16.124298016,17.875550535,0.446748091
Virginia,51,2019,1547,8535519,18.124264031,17.221090306,19.027437757,0.460802921
Washington,53,1999,555,5842564,9.499254095,8.70894117,10.289567019,0.40322088
Washington,53,2000,556,5894121,9.433128366,8.649023011,10.217233722,0.400053753
Washington,53,2001,499,5985722,8.336504769,7.605046083,9.067963455,0.373193207
Washington,53,2002,643,6052349,10.623974262,9.802795715,11.445152808,0.418968646
Washington,53,2003,696,6104115,11.402144291,10.55503785,12.249250733,0.432197164
Washington,53,2004,811,6178645,13.125855264,12.222469474,14.029241055,0.460911118
Washington,53,2005,850,6257305,13.584122877,12.670896998,14.497348756,0.465931571
Washington,53,2006,897,6370753,14.079968255,13.15854,15.00139651,0.470116457
Washington,53,2007,962,6461587,14.887983401,13.947168015,15.828798787,0.48000785
Washington,53,2008,1011,6562231,15.406345799,14.456659582,16.356032016,0.484533784
Washington,53,2009,987,6667426,14.803313902,13.879772343,15.726855462,0.471194673
Washington,53,2010,916,6724540,13.621749592,12.739602053,14.503897131,0.450075275
Washington,53,2011,997,6830038,14.597283353,13.691174173,15.503392534,0.462300602
Washington,53,2012,985,6897012,14.28154685,13.389652926,15.173440773,0.45504792
Washington,53,2013,969,6971406,13.899635167,13.024454765,14.774815569,0.446520613
Washington,53,2014,979,7061530,13.863851035,12.995393458,14.732308612,0.443090601
Washington,53,2015,1094,7170351,15.257272622,14.353156285,16.161388959,0.461283845
Washington,53,2016,1102,7288000,15.120746433,14.22797866,16.013514205,0.455493762
Washington,53,2017,1169,7405743,15.785046821,14.88015911,16.689934532,0.461677404
Washington,53,2018,1164,7535591,15.446698209,14.559306753,16.334089664,0.452750743
Washington,53,2019,1259,7614893,16.533390554,15.620108065,17.446673044,0.465960454
West Virginia,54,1999,75,1811799,4.139532034,3.255990317,5.1889448,0.477991987
West Virginia,54,2000,113,1808344,6.248811067,5.09664722,7.400974914,0.587838697
West Virginia,54,2001,206,1801481,11.435035951,9.873471206,12.996600696,0.796716707
West Virginia,54,2002,229,1805414,12.684071354,11.041224779,14.326917929,0.838187028
West Virginia,54,2003,262,1812295,14.456807529,12.706244207,16.20737085,0.893144552
West Virginia,54,2004,333,1816438,18.33258278,16.363528858,20.301636702,1.004619348
West Virginia,54,2005,184,1820492,10.107157845,8.646743104,11.567572587,0.745109562
West Virginia,54,2006,362,1827912,19.804016824,17.763899833,21.844133814,1.040876015
West Virginia,54,2007,397,1834052,21.646060199,19.516746344,23.775374053,1.08638462
West Virginia,54,2008,459,1840310,24.941450082,22.659682382,27.223217782,1.164167194
West Virginia,54,2009,226,1847775,12.230926384,10.636291707,13.825561061,0.813589121
West Virginia,54,2010,512,1852994,27.63095833,25.237548674,30.024367986,1.221127375
West Virginia,54,2011,635,1855364,34.225090063,31.563054774,36.887125352,1.35818127
West Virginia,54,2012,558,1855413,30.074166776,27.578810416,32.569523136,1.273141
West Virginia,54,2013,570,1854304,30.739296254,28.215742476,33.262850031,1.287527437
West Virginia,54,2014,627,1850326,33.885920643,31.23350494,36.538336346,1.353273318
West Virginia,54,2015,725,1844128,39.313973867,36.452208572,42.175739163,1.460084335
West Virginia,54,2016,884,1831102,48.276939242,45.094430049,51.459448435,1.62372918
West Virginia,54,2017,974,1815857,53.638584977,50.269950375,57.007219578,1.718691123
West Virginia,54,2018,856,1805832,47.401973162,44.226447629,50.577498696,1.620166088
West Virginia,54,2019,870,1792147,48.545124926,45.319290532,51.77095932,1.645833875
Wisconsin,55,1999,212,5332666,3.975497434,3.440342396,4.510652472,0.273038285
Wisconsin,55,2000,248,5363675,4.623695507,4.048229789,5.199161226,0.293604958
Wisconsin,55,2001,269,5406835,4.975184188,4.380633214,5.569735162,0.303342334
Wisconsin,55,2002,340,5445162,6.244075016,5.58035529,6.907794741,0.338632513
Wisconsin,55,2003,383,5479203,6.990067716,6.290003197,7.690132236,0.357175775
Wisconsin,55,2004,437,5514026,7.925243733,7.182176723,8.668310743,0.379115821
Wisconsin,55,2005,518,5546166,9.339785358,8.535466804,10.144103912,0.410366609
Wisconsin,55,2006,593,5577655,10.631708128,9.775987956,11.487428301,0.436591925
Wisconsin,55,2007,622,5610775,11.085812566,10.214591415,11.957033717,0.444500587
Wisconsin,55,2008,606,5640996,10.742783721,9.887448036,11.598119407,0.436395758
Wisconsin,55,2009,631,5669264,11.130192561,10.26174406,11.998641062,0.44308597
Wisconsin,55,2010,630,5686986,11.077924229,10.2128683,11.942980158,0.441355066
Wisconsin,55,2011,698,5711767,12.220386441,11.313791482,13.126981399,0.462548448
Wisconsin,55,2012,692,5726398,12.084385333,11.184001705,12.98476896,0.459379402
Wisconsin,55,2013,856,5742713,14.905846766,13.907282912,15.90441062,0.509471354
Wisconsin,55,2014,853,5757564,14.815293412,13.821052082,15.809534743,0.507265985
Wisconsin,55,2015,878,5771337,15.213112664,14.206814002,16.219411325,0.513417684
Wisconsin,55,2016,1074,5778708,18.585469278,17.473923222,19.697015334,0.567115335
Wisconsin,55,2017,1177,5795483,20.308919895,19.148661641,21.469178149,0.591968497
Wisconsin,55,2018,1079,5813568,18.560030604,17.452580835,19.667480374,0.565025392
Wisconsin,55,2019,1201,5822434,20.627112304,19.460509541,21.793715067,0.595205491
Wyoming,56,1999,20,491780,4.066859165,2.484159584,6.280938631,0.909377355
Wyoming,56,2000,22,493782,4.455407447,2.792159293,6.745531429,0.949896059
Wyoming,56,2001,22,494657,4.447526266,2.787220235,6.733599242,0.948215786
Wyoming,56,2002,34,500017,6.799768808,4.709043893,9.501996932,1.16615073
Wyoming,56,2003,30,503453,5.958848194,4.020434877,8.506613328,1.087931858
Wyoming,56,2004,46,509106,9.035446449,6.615121409,12.052020601,1.332203899
Wyoming,56,2005,26,514157,5.056821165,3.30326729,7.409406076,0.991724223
Wyoming,56,2006,55,522667,10.522952473,7.927361016,13.697095856,1.418914622
Wyoming,56,2007,63,534876,11.778430889,9.050899648,15.069677832,1.483942808
Wyoming,56,2008,74,546043,13.552046267,10.64133777,17.013374405,1.575393379
Wyoming,56,2009,60,559851,10.717137238,8.178354598,13.795099053,1.383576468
Wyoming,56,2010,85,563626,15.080922456,12.046037621,18.647862235,1.635755706
Wyoming,56,2011,85,568158,14.96062715,11.949950542,18.499114683,1.622707848
Wyoming,56,2012,98,576412,17.001727931,13.802852821,20.719665795,1.717433873
Wyoming,56,2013,98,582658,16.819472143,13.65488846,20.497554312,1.699023258
Wyoming,56,2014,109,584153,18.65949503,15.156474287,22.162515772,1.787255481
Wyoming,56,2015,96,586107,16.379261807,13.267202064,20.001863141,1.6717014080000001
Wyoming,56,2016,99,585501,16.908596228,13.742461584,20.585539563,1.699377861
Wyoming,56,2017,69,579315,11.910618575,9.267175889,15.073602444,1.433869978
Wyoming,56,2018,66,577737,11.423883186,8.835231256,14.534035383,1.406182814
Wyoming,56,2019,79,578759,13.649895725,10.806758945,17.011865042,1.535733253
US,99,1999,16849,279040168,6.038198773,5.947023639,6.129373907,0.046517926
US,99,2000,17415,281421906,6.188217629,6.096308234,6.280127025,0.046892549
US,99,2001,19394,284968955,6.805653619,6.709869785,6.901437453,0.048869303
US,99,2002,23518,287625193,8.176613375,8.072110235,8.281116515,0.053317929
US,99,2003,25785,290107933,8.888071323,8.77958374,8.996558907,0.055350808
US,99,2004,27424,292805298,9.365950749,9.255099002,9.476802495,0.056557014
US,99,2005,29813,295516599,10.088434999,9.973916134,10.202953862,0.058427992
US,99,2006,34425,298379912,11.53730483,11.415427351,11.65918231,0.062182387
US,99,2007,36010,301231207,11.954272719,11.83080095,12.077744488,0.062995801
US,99,2008,36450,304093966,11.98642659,11.863372222,12.109480959,0.062782841
US,99,2009,37004,306771529,12.062397094,11.939493281,12.185300907,0.062706027
US,99,2010,38329,308745538,12.414430423,12.290145306,12.53871554,0.063410774
US,99,2011,41340,311591917,13.267353145,13.139457686,13.395248604,0.065252785
US,99,2012,41502,313914040,13.220816756,13.093618884,13.348014628,0.064896873
US,99,2013,43982,316128839,13.912681975,13.782656202,14.042707747,0.06633968
US,99,2014,47055,318857056,14.757396493,14.624055732,14.890737254,0.068031
US,99,2015,52404,321418820,16.303961293,16.164367217,16.443555369,0.071221467
US,99,2016,63632,323127513,19.692535436,19.539525399,19.845545473,0.078066345
US,99,2017,70237,325719178,21.563667338,21.404191197,21.723143479,0.081365378
US,99,2018,67367,327167434,20.590985837,20.43549328,20.746478395,0.079332938
US,99,2019,70630,328239523,21.517823129,21.359129387,21.676516872,0.080966195
