"state";"year";"adj_rate";"Model";"Standard Error";"Flag";"APC";"Joinpoints";"Final Selected Model"
"US";2007;11.87746;11.66959;0.06298;NA;2.35462*;3;3
"US";2008;11.89470;11.94436;0.06280;NA;2.35462*;3;3
"US";2009;11.93883;12.22561;0.06268;NA;2.35462*;3;3
"US";2010;12.29664;12.51347;0.06355;NA;2.35462*;3;3
"US";2011;13.18521;12.80812;0.06574;NA;2.35462*;3;3
"US";2012;13.14219;13.10970;0.06546;NA;2.35462*;3;3
"US";2013;13.80047;13.41838;0.06688;Joinpoint 2;NA;3;3
"US";2014;14.68307;15.09113;0.06887;NA;12.46608*;3;3
"US";2015;16.29234;16.97240;0.07248;NA;12.46608*;3;3
"US";2016;19.78514;19.08819;0.07996;NA;12.46608*;3;3
"US";2017;21.70478;21.46774;0.08355;Joinpoint 3;NA;3;3
"US";2018;20.71124;21.39141;0.08151;NA;-0.35553;3;3
"US";2019;21.64695;21.31536;0.08327;NA;-0.35553;3;3
